Total_Stops,Route_1,Route_2,Route_3,Route_4,Route_5,Air India,GoAir,IndiGo,Jet Airways,Jet Airways Business,Multiple carriers,Multiple carriers Premium economy,SpiceJet,Trujet,Vistara,Vistara Premium economy,Chennai,Delhi,Kolkata,Mumbai,Cochin,Delhi,Hyderabad,Kolkata,New Delhi,Price,journey_day,journey_month,journey_year,Dep_Time_hour,Dep_Time_min,Arrival_Time_hour,Arrival_Time_min,duration_hour,duration_minute
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2228,5,6,2019,19,35,21,5,1,30
2,3,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8236,21,3,2019,19,45,19,15,23,30
1,3,6,6,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11410,6,3,2019,16,45,6,35,13,50
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129,21,5,2019,23,5,12,35,13,30
0,2,5,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3514,24,6,2019,15,20,17,55,2,35
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13469,6,6,2019,9,35,21,5,11,30
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,4,9,2019,21,15,0,15,3,0
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7608,3,3,2019,21,10,0,5,2,55
0,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6961,27,5,2019,10,0,12,45,2,45
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12042,6,1,2019,9,15,19,0,9,45
1,0,7,8,13,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,62427,3,1,2019,5,45,12,25,6,40
2,0,42,14,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9586,3,9,2019,10,30,21,25,10,55
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3543,6,1,2019,8,20,10,35,2,15
2,3,32,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13882,6,9,2019,9,25,12,35,27,10
1,2,15,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8781,24,5,2019,10,20,17,35,7,15
2,2,25,9,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5192,6,12,2019,15,10,23,30,8,20
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442,27,3,2019,6,40,22,20,15,40
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15554,5,6,2019,22,50,12,35,13,45
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,21,5,2019,18,55,16,20,21,25
0,1,19,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2754,4,3,2019,12,0,13,30,1,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14067,21,5,2019,14,0,21,0,7,0
1,3,0,6,13,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5140,27,4,2019,7,25,13,35,6,10
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8330,5,9,2019,10,35,1,30,14,55
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5678,3,3,2019,19,35,21,5,1,30
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087,3,12,2019,22,55,18,25,19,30
0,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18558,3,1,2019,20,55,23,50,2,55
0,1,19,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,16000,3,1,2019,2,30,4,0,1,30
0,0,13,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3573,5,6,2019,21,10,0,5,2,55
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7670,15,5,2019,12,50,1,30,12,40
2,3,0,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12819,24,6,2019,23,5,19,0,19,55
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4878,15,5,2019,17,0,19,35,2,35
2,3,21,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507,27,6,2019,21,25,19,0,21,35
1,3,6,6,13,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8759,6,6,2019,7,55,13,25,5,30
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,12,2019,17,30,19,0,25,30
2,3,20,22,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10975,21,5,2019,7,5,9,25,26,20
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,6,6,2019,19,15,4,25,9,10
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6007,27,6,2019,12,50,21,0,8,10
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3858,21,3,2019,11,35,14,0,2,25
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6412,27,6,2019,14,20,22,30,8,10
0,2,5,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6245,21,4,2019,14,15,16,45,2,30
2,3,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9968,6,9,2019,19,45,19,15,23,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,18260,3,9,2019,2,15,12,55,10,40
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8855,3,3,2019,18,25,21,20,2,55
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,24,5,2019,8,25,18,15,9,50
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3597,27,5,2019,8,20,10,35,2,15
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13067,5,6,2019,17,0,21,5,28,5
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13817,3,12,2019,16,55,10,45,17,50
1,0,7,8,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11602,3,12,2019,6,45,23,15,16,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941,5,9,2019,16,30,18,15,25,45
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14151,15,5,2019,20,25,19,10,22,45
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,15,5,2019,4,0,6,50,2,50
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,5,12,2019,6,30,18,15,11,45
0,1,19,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2753,18,6,2019,5,45,7,15,1,30
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14714,6,12,2019,2,15,19,0,16,45
1,3,20,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9646,18,5,2019,7,5,16,10,9,5
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15554,5,9,2019,7,5,12,35,5,30
2,0,42,28,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13261,18,3,2019,10,30,17,45,7,15
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087,18,3,2019,11,40,5,5,17,25
2,3,21,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507,15,6,2019,5,30,19,0,13,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9424,5,9,2019,19,0,1,30,6,30
0,0,13,29,13,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4937,4,12,2019,11,40,14,30,2,50
0,0,13,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3257,6,6,2019,21,10,0,5,2,55
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4823,5,6,2019,8,30,11,20,2,50
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5277,5,12,2019,22,5,0,25,2,20
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3873,4,9,2019,17,10,19,40,2,30
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,24,5,2019,16,30,4,40,12,10
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7198,27,5,2019,17,0,1,30,8,30
0,3,10,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6094,15,5,2019,5,10,8,0,2,50
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,5,3,2019,6,5,8,50,2,45
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,15,5,2019,21,15,0,15,3,0
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12681,4,1,2019,20,0,12,0,16,0
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5613,15,4,2019,17,0,19,35,2,35
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3873,24,5,2019,9,0,11,25,2,25
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898,27,5,2019,13,0,12,35,23,35
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15129,5,9,2019,5,30,4,25,22,55
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3911,5,9,2019,8,20,10,35,2,15
0,3,10,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6015,6,12,2019,21,5,0,20,3,15
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,54826,3,1,2019,16,55,23,0,6,5
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5073,27,3,2019,20,30,1,35,5,5
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4326,21,3,2019,5,15,7,35,2,20
2,3,0,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9443,24,6,2019,16,40,19,15,26,35
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8040,6,3,2019,10,20,11,50,1,30
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,4,3,2019,6,0,8,45,2,45
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,15,6,2019,13,0,15,50,2,50
3,0,18,4,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14195,3,6,2019,12,0,23,25,11,25
2,3,21,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13292,15,6,2019,9,35,4,25,18,50
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4174,4,3,2019,11,30,14,5,2,35
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16736,3,6,2019,7,0,21,20,14,20
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5198,5,12,2019,6,0,8,45,2,45
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15058,6,3,2019,7,5,19,15,12,10
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5073,4,3,2019,10,35,15,35,5,0
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10197,15,5,2019,8,0,19,0,11,0
0,4,8,29,13,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,3543,27,6,2019,17,45,20,5,2,20
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,27,6,2019,17,45,20,45,3,0
2,3,28,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10966,6,1,2019,12,0,7,40,19,40
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,11134,24,3,2019,13,55,23,25,9,30
0,2,5,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3807,4,6,2019,22,50,1,20,2,30
0,0,13,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5228,5,6,2019,13,20,16,10,2,50
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3597,6,12,2019,14,45,17,5,2,20
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4483,18,5,2019,11,10,13,55,2,45
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10262,24,6,2019,11,30,4,25,16,55
1,3,37,6,13,5,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,5158,6,6,2019,8,45,13,15,4,30
1,0,11,8,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6010,21,3,2019,22,0,23,20,25,20
2,3,34,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13376,6,12,2019,14,35,12,35,22,0
2,3,4,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11543,21,3,2019,5,40,4,25,22,45
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15342,3,6,2019,9,55,19,15,9,20
0,0,13,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,6309,15,3,2019,9,35,12,30,2,55
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5823,24,5,2019,19,30,22,15,2,45
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5403,24,3,2019,11,30,14,10,2,40
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3873,6,1,2019,6,55,9,30,2,35
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898,27,5,2019,21,50,19,0,21,10
1,3,7,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6979,15,5,2019,17,10,1,30,8,20
2,2,15,9,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13437,5,12,2019,16,45,16,15,23,30
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6017,27,3,2019,11,30,4,25,16,55
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,14053,21,3,2019,7,5,12,35,5,30
0,4,8,29,13,5,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,7295,3,6,2019,11,35,14,0,2,25
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13044,6,12,2019,18,55,19,50,24,55
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4030,5,3,2019,11,10,14,5,2,55
2,0,20,27,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13942,3,6,2019,8,15,11,20,27,5
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14781,5,12,2019,6,30,18,15,11,45
0,0,13,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,3579,24,3,2019,5,45,8,35,2,50
2,3,16,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10231,27,5,2019,22,0,19,15,21,15
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5530,27,5,2019,6,50,12,10,5,20
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10844,5,12,2019,14,5,19,50,5,45
1,3,7,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,8372,6,6,2019,8,0,19,15,11,15
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,16289,3,9,2019,6,50,19,45,12,55
2,3,16,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11701,5,6,2019,22,0,19,15,21,15
1,3,7,6,13,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,11269,21,3,2019,6,0,15,30,9,30
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,9385,18,5,2019,13,0,1,30,12,30
1,2,14,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14151,24,5,2019,17,0,23,35,6,35
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4544,4,9,2019,8,20,11,20,3,0
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11087,3,12,2019,20,35,10,45,14,10
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5224,6,3,2019,4,40,7,15,2,35
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,27,6,2019,9,35,12,10,2,35
1,1,33,13,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6901,3,12,2019,5,55,20,35,14,40
1,3,20,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5999,21,3,2019,14,35,22,20,7,45
0,0,13,29,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5403,4,9,2019,21,0,23,50,2,50
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13014,6,12,2019,5,30,19,0,13,30
0,1,19,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,4995,5,6,2019,7,5,8,30,1,25
1,2,7,3,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13941,21,5,2019,6,30,8,15,25,45
2,3,21,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11507,6,3,2019,21,25,19,0,21,35
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12192,15,6,2019,8,0,19,0,11,0
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7198,27,5,2019,18,0,1,30,7,30
0,3,10,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,5000,21,6,2019,14,25,17,40,3,15
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3841,4,3,2019,6,55,9,30,2,35
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12347,21,3,2019,13,0,18,50,5,50
0,4,8,29,13,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,11982,15,6,2019,17,45,20,5,2,20
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13029,5,9,2019,5,30,4,25,22,55
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16736,3,6,2019,20,35,8,15,11,40
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4174,15,4,2019,17,15,19,50,2,35
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3841,27,6,2019,9,0,11,25,2,25
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,17024,3,6,2019,19,45,19,45,24,0
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3943,24,5,2019,21,15,0,15,3,0
1,3,20,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6442,6,3,2019,11,55,22,30,10,35
2,3,20,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11762,3,9,2019,7,5,19,15,36,10
0,2,5,29,13,5,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,4174,24,4,2019,9,0,11,25,2,25
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,18,6,2019,4,40,7,15,2,35
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13377,6,6,2019,14,0,1,30,11,30
0,0,13,29,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7229,4,1,2019,11,10,14,5,2,55
0,0,13,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8855,15,3,2019,22,20,1,10,2,50
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7741,27,6,2019,10,20,19,15,8,55
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,22270,3,1,2019,8,0,13,15,5,15
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7740,6,3,2019,8,45,21,0,12,15
2,2,15,9,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14960,6,9,2019,9,50,12,30,26,40
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12032,27,3,2019,9,55,18,50,8,55
0,1,19,29,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5462,3,6,2019,21,5,22,25,1,20
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12347,21,3,2019,19,45,18,50,23,5
0,4,8,29,13,5,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3145,27,3,2019,11,40,13,55,2,15
1,0,7,8,13,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7832,21,3,2019,11,40,20,20,8,40
0,2,5,29,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4804,21,6,2019,15,15,17,45,2,30
1,3,33,6,13,5,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10482,3,9,2019,2,5,7,10,5,5
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12373,18,5,2019,11,30,4,25,16,55
1,3,20,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,10478,3,3,2019,7,5,22,20,15,15
2,3,28,4,5,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,13029,18,5,2019,9,40,4,25,18,45
1,3,33,6,13,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6482,21,3,2019,12,30,9,25,20,55
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15554,18,5,2019,9,0,19,0,10,0
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,11789,6,12,2019,8,45,19,0,10,15
1,2,22,3,13,5,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9413,24,3,2019,14,30,20,10,5,40
1,2,15,3,13,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7662,6,9,2019,16,45,21,5,28,20
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,7888,21,5,2019,19,0,1,30,6,30
1,2,14,3,13,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5192,15,5,2019,7,35,23,30,15,55
1,3,7,6,13,5,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,6007,24,6,2019,10,20,21,0,10,40
1,3,7,6,13,5,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,12898,27,5,2019,10,0,12,35,26,35
2,0,7,23,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11885,18,3,2019,8,50,10,35,25,45
1,2,14,3,13,5,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,14360,24,3,2019,17,0,22,55,5,55
2,2,15,9,3,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,14330,5,12,2019,16,45,12,30,19,45
